Questionnaire Name,Account Number,Account Name,Country,CDP Region,ParentSection,Section,RowNumber,RowName,Coal,Gas,Oil,Nuclear,Hydro,Biomass,Wind,Geothermal,Solar,Other sources,Total - please ensure this equals 100%,Year data applies to
Cities 2020,58671,Helsingør Kommune / Elsinore Municipality,Denmark,Europe,,Energy,1,Electricity source,27,29,1,31,0,5,6,0,1,0,100,2019
Cities 2020,58796,Odder Kommune,Denmark,Europe,,Energy,1,Electricity source,70,15,0,0,0,5,10,0,,,,
Cities 2020,58797,Hørsholm Kommune,Denmark,Europe,,Energy,1,Electricity source,18.7,6,0.8,3.9,11.4,13.2,38.5,0,3.5,4,100,2018
Cities 2020,58865,Jammerbugt Kommune,Denmark,Europe,,Energy,1,Electricity source,0,,0,0,0,,,0,,,,
Cities 2020,58871,"City of Salem, MA",United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,59124,"City of Natchez, MS",United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,59151,City of Akureyri,Iceland,Europe,,Energy,1,Electricity source,0,0,0.01,0,69.07,0,0.04,30.88,0,0,100,2019
Cities 2020,59160,Ville de Nyon,Switzerland,Europe,,Energy,1,Electricity source,0,0,0,0,95.3,2.13,0.15,0,2.42,0,100,
Cities 2020,59165,Gladsaxe Kommune,Denmark,Europe,,Energy,1,Electricity source,11,7,1,4,7,18,46,0,6,,,2019
Cities 2020,59166,Municipalidad de Independencia,Chile,Latin America,,Energy,1,Electricity source,55,0,0,0,36,0,5,0,4,0,100,2016
Cities 2020,59167,Municipalidad de Providencia,Chile,Latin America,,Energy,1,Electricity source,16,18,15,0,39,0,0,0,12,0,100,2019
Cities 2020,59180,Middelfart Kommune,Denmark,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,59535,"Town of Vail, CO",United States of America,North America,,Energy,1,Electricity source,40,7,0,0,3,7,31,0,1,11,100,2019
Cities 2020,59536,City of Kitchener,Canada,North America,,Energy,1,Electricity source,0,6.1,0,58.2,24,0.5,8.2,0,2.4,0.6,100,2019
Cities 2020,59537,"City of Denton, TX",United States of America,North America,,Energy,1,Electricity source,4.22,9.76,0,2.24,0,0.83,78.38,0,4.57,0,100,2019
Cities 2020,59538,City of Mississauga,Canada,North America,,Energy,1,Electricity source,0,8.2,0,61,23.7,0.6,6.2,0,0.3,0,100,
Cities 2020,59545,"City of Charlottesville, VA",United States of America,North America,,Energy,1,Electricity source,1.84,63.62,0.37,27.75,1.39,0,0,0,0,5.03,100,2020
Cities 2020,59550,"City of Bend, OR",United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,59558,"City of Holland, MI",United States of America,North America,,Energy,1,Electricity source,21.2,61.07,0,0,0,0,7.64,0,0,10.09,100,2018
Cities 2020,59562,"City of Urbana, IL",United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,59563,"City of Takoma Park, MD",United States of America,North America,,Energy,1,Electricity source,29.8,28.7,0.3,35.3,1.4,0.3,3.1,0,0.3,0.8,100,
Cities 2020,59572,"District of Saanich, BC",Canada,North America,,Energy,1,Electricity source,0,1.76,,,95.57,,,,,2.67,,2016
Cities 2020,59631,"City of San Leandro, CA",United States of America,North America,,Energy,1,Electricity source,0,17,0,24,15,4,8,5,13,14,100,2017
Cities 2020,59633,"City of Santa Cruz, CA",United States of America,North America,,Energy,1,Electricity source,0,12,0,0,58,0,10,0,20,0,100,
Cities 2020,59642,"City of Dublin, CA",United States of America,North America,,Energy,1,Electricity source,0,0,0,0,21,0,25,1,15,38,100,2018
Cities 2020,59644,"City of Culver City, CA",United States of America,North America,,Energy,1,Electricity source,0,0,0,0,25,0,15,0,50,10,100,2020
Cities 2020,59653,"City of Manhattan Beach, CA",United States of America,North America,,Energy,1,Electricity source,0,0,0,0,0,0,0,0,100,0,100,
Cities 2020,59657,"City of Beaverton, OR",United States of America,North America,,Energy,1,Electricity source,18.13,33.66,0,0.69,25.89,1.14,15.37,0.23,3.4,1.49,100,2019
Cities 2020,59669,City of North Vancouver,Canada,North America,,Energy,1,Electricity source,0,2,1,0,90,6,1,0,0,0,100,
Cities 2020,59678,"City of Evanston, IL",United States of America,North America,,Energy,1,Electricity source,35,26,0,35,1,0,2,0,0,1,100,
Cities 2020,59707,"Town of Princeton, NJ",United States of America,North America,,Energy,1,Electricity source,24.4,24.5,0.3,47.5,0.7,,,,,2.6,,2019
Cities 2020,59958,Tweed Shire Council,Australia,Southeast Asia and Oceania,,Energy,1,Electricity source,68,31,0,0,0,0,0,0,0,1,100,2017
Cities 2020,59969,City of Mandurah,Australia,Southeast Asia and Oceania,,Energy,1,Electricity source,52,11,21,,,,,10,2,4,,2019
Cities 2020,59985,City of Puerto Princesa,Philippines,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,59996,Batangas City,Philippines,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,5,,,
Cities 2020,59998,Narayanganj City Corporation,Bangladesh,South and West Asia,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60011,City of San Jose del Monte,Philippines,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60019,Rajshahi City Corporation,Bangladesh,South and West Asia,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60029,City of Cagayan de Oro,Philippines,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60073,Wolverhampton City Council,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,2.5,38,0.5,17,2,10,21,0,2,7,100,2019
Cities 2020,60092,City of Porvoo,Finland,Europe,,Energy,1,Electricity source,0,0,0,18.19,73.95,7.55,0.29,0,0.02,0,100,2019
Cities 2020,60105,Kirklees Council,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,8.5,57.9,0,17.4,0,0,0,0,0,16.2,100,2017
Cities 2020,60110,Municipality of Chişinău,Republic of Moldova,Europe,,Energy,1,Electricity source,,90,,,,10,,1,1,,,
Cities 2020,60114,City of Gdynia,Poland,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60117,Winchester City Council,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60125,Klaipeda City Municipality,Lithuania,Europe,,Energy,1,Electricity source,,18,8,,,60,,,,14,,
Cities 2020,60126,Tartu City Council,Estonia,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60140,City of Nakuru,Kenya,Africa,,Energy,1,Electricity source,0,6,0,0,0,60,0.5,10,0.5,0.5,77.5,2020
Cities 2020,60142,City of Kisumu,Kenya,Africa,,Energy,1,Electricity source,,,,0,,,0,,,,,
Cities 2020,60168,Derry City & Strabane,United Kingdom of Great Britain and Northern Ireland,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60216,City of Växjö,Sweden,Europe,,Energy,1,Electricity source,0.7,0.3,0.1,25.9,25.3,37.4,6.8,0,0.6,2.9,100,2018
Cities 2020,60229,Municipality of Arendal,Norway,Europe,,Energy,1,Electricity source,0,0,0,0,98,0,0,0,0,2,100,
Cities 2020,60233,Pärnu City Government,Estonia,Europe,,Energy,1,Electricity source,0,0,0,0,0,0,0,0,0,100,100,
Cities 2020,60236,Municipality of Trelleborg,Sweden,Europe,,Energy,1,Electricity source,0,4,32,40,0,14,3,0,1,6,100,2017
Cities 2020,60258,Prefeitura de Brusque,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60264,Prefeitura de Botucatu,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60267,Prefeitura de Guarujá,Brazil,Latin America,,Energy,1,Electricity source,2.9,9.1,3.7,2.6,68.1,8.2,5.4,0,0,0,100,
Cities 2020,60268,Prefeitura de Brumadinho,Brazil,Latin America,,Energy,1,Electricity source,0,0,0,0,99,0,0,0,1,0,100,
Cities 2020,60271,Prefeitura de Bertioga,Brazil,Latin America,,Energy,1,Electricity source,0,0,19,4,75,0,2,0,0,0,100,
Cities 2020,60272,Prefeitura de Campina Grande,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60273,Prefeitura de Extrema,Brazil,Latin America,,Energy,1,Electricity source,3.7,8.6,1.9,2.5,66.6,8.5,7.6,0,0.54,0,99.94,2018
Cities 2020,60274,Prefeitura de Cruzeiro do Sul,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60278,Prefeitura de Fernandópolis,Brazil,Latin America,,Energy,1,Electricity source,0,0,0,0,98,0,0,0,2,0,100,2019
Cities 2020,60279,Prefeitura de Campos de Goytacazes,Brazil,Latin America,,Energy,1,Electricity source,,3,,,95,1,,,1,,,
Cities 2020,60284,Prefeitura de Angra dos Reis,Brazil,Latin America,,Energy,1,Electricity source,3,13,5,2,70,1,0,0,1,5,100,2019
Cities 2020,60295,Prefeitura de Jaguariúna,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60307,Prefeitura de Nova Friburgo,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60318,Prefeitura de Porto Velho,Brazil,Latin America,,Energy,1,Electricity source,,0,7,0,93,0,0,0,0,0,,2013
Cities 2020,60320,Prefeitura de Presidente Prudente,Brazil,Latin America,,Energy,1,Electricity source,0,7,26,0,30,30,0,0,5,2,100,
Cities 2020,60337,Prefeitura de Quissamã,Brazil,Latin America,,Energy,1,Electricity source,,,,,100,,,,,,,2020
Cities 2020,60339,Prefeitura de Anapolis,Brazil,Latin America,,Energy,1,Electricity source,0,0,0,0,100,0,0,0,0,0,100,2020
Cities 2020,60349,Prefeitura de São Leopoldo,Brazil,Latin America,,Energy,1,Electricity source,13,0,0,0,80,1,5,0,1,0,100,2016
Cities 2020,60361,Prefeitura de Tangará da Serra,Brazil,Latin America,,Energy,1,Electricity source,2.9,9.1,3.7,2.6,68.1,8.2,5.4,0,0,0,100,
Cities 2020,60369,Alcaldía Municipal de Armenia,Colombia,Latin America,,Energy,1,Electricity source,0,0,0,0,100,0,0,0,0,0,100,
Cities 2020,60374,Alcaldía de Ibagué,Colombia,Latin America,,Energy,1,Electricity source,,,,,99,,,,1,,,
Cities 2020,60379,Alcaldía de Tunja,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60385,Alcaldía de Villavicencio,Colombia,Latin America,,Energy,1,Electricity source,3,8,0,0,87,1,0,0,1,0,100,
Cities 2020,60387,Alcaldía de Sincelejo,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60388,Municipalidad Provincial de Chiclayo,Peru,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60391,Municipalidad de San Borja,Peru,Latin America,,Energy,1,Electricity source,1,54,9,3,20,0,0,0,0,13,100,
Cities 2020,60392,Municipalidad de San Isidro (Lima),Peru,Latin America,,Energy,1,Electricity source,0,12.11,18.22,0,37.44,32.23,0,0,0,0,100,
Cities 2020,60393,Municipalidad de Santiago,Chile,Latin America,,Energy,1,Electricity source,0,24,0,0,75,0,0,0,0,1,100,2015
Cities 2020,60394,Gobierno Autónomo Municipal de Tarija,Bolivia (Plurinational State of),Latin America,,Energy,1,Electricity source,,60,38,,2,,,,,,,
Cities 2020,60399,Municipalidad de Miraflores,Peru,Latin America,,Energy,1,Electricity source,,45,,,47,,3,,5,,,
Cities 2020,60400,Municipalidad de Temuco,Chile,Latin America,,Energy,1,Electricity source,3.9,12.1,4.5,,,53.7,,,,25.8,,2014
Cities 2020,60408,Municipalidad de Talca,Chile,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60409,Municipalidad Provincial de Callao,Peru,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60410,Municipalidad de Peñalolén,Chile,Latin America,,Energy,1,Electricity source,21,19.2,11.4,0,27,1.8,8.6,0.2,10.8,0,100,2019
Cities 2020,60414,Municipalidad Venado Tuerto,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60419,Municipalidad de Rio Grande,Argentina,Latin America,,Energy,1,Electricity source,0,100,0,0,0,0,0,0,0,0,100,
Cities 2020,60423,Municipalidad de la Ciudad de Neuquén,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60433,City of Hvidovre,Denmark,Europe,,Energy,1,Electricity source,10.5,7,0.88,4.7,10.5,13.5,45.1,0,3.6,4.22,100,2019
Cities 2020,60546,Nanjing Municipal People's Government,China,East Asia,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60588,City of Alba-Iulia,Romania,Europe,,Energy,1,Electricity source,,1,,,96,,1,,2,,,
Cities 2020,60599,"Town of Bridgewater, NS",Canada,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60603,"City of Prince George, BC",Canada,North America,,Energy,1,Electricity source,,,,,100,,,,,,,
Cities 2020,60633,La mairie de Bujumbura,Burundi,Africa,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60638,Walvis Bay Municipality,Namibia,Africa,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,60656,"City of Piedmont, CA",United States of America,North America,,Energy,1,Electricity source,3,42,0,21,8,5,7,5,9,,,
Cities 2020,60906,Municipalidad de Vitacura,Chile,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,61790,"City of Emeryville, CA",United States of America,North America,,Energy,1,Electricity source,0,15,0,33,16,4,10,4,18,0,100,2018
Cities 2020,62791,City of Botosani,Romania,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,62855,Egedal Municipality,Denmark,Europe,,Energy,1,Electricity source,9,7,1,5,11,13,45,0,4,5,100,2019
Cities 2020,62868,Eskişehir Metropolitan Municipality,Turkey,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,63543,Fredensborg Kommune,Denmark,Europe,,Energy,1,Electricity source,12,7,1,5,10,13,45,0,4,3,100,2019
Cities 2020,63562,"City of South Bend, IN",United States of America,North America,,Energy,1,Electricity source,48.6,0,0,42.3,0.4,0,8.4,0,0.3,0,100,2019
Cities 2020,63601,"Township of Maplewood, NJ",United States of America,North America,,Energy,1,Electricity source,15.5,39.6,0.5,38.9,2,1.7,1,0,0.5,0.3,100,
Cities 2020,63616,Abasan Al-Kabira Municipality,State of Palestine,Middle East,,Energy,1,Electricity source,17,18,50,,,5,,,10,,,
Cities 2020,63762,Metropolitan Washington Council of Governments (COG),United States of America,North America,,Energy,1,Electricity source,23.82,36.53,0.1,33.95,1.35,0.94,2.94,0,0.33,0.04,100,2019
Cities 2020,63836,Vadodara Municipal Corporation,India,South and West Asia,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,63862,"City of Ashland, OR",United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,63919,"City of Saratoga Springs, NY",United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,63941,"Broward County, FL",United States of America,North America,,Energy,1,Electricity source,2.1,72.3,0.3,22.3,0,0,0,0,1.5,1.5,100,2018
Cities 2020,63999,"City of Miami Beach, FL",United States of America,North America,,Energy,1,Electricity source,3.6,69.8,0.5,21.7,0,0,0,0,0.4,4,100,2017
Cities 2020,68290,Wyndham City Council,Australia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,68296,Hobsons Bay City Council,Australia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,68373,Prefeitura de Pedreira,Brazil,Latin America,,Energy,1,Electricity source,0,0,5,0,68,6,21,0,0,0,100,2019
Cities 2020,68378,Municipalidad de Santiago de Surco,Peru,Latin America,,Energy,1,Electricity source,,20,,,80,,,,,,,
Cities 2020,68383,Prefeitura de Itatiba,Brazil,Latin America,,Energy,1,Electricity source,0,0,0,0,0,0,0,0,0,0,0,
Cities 2020,68385,Municipio La Chorrera,Panama,Latin America,,Energy,1,Electricity source,0,0,100,0,0,0,0,0,0,,,
Cities 2020,68388,Prefeitura de Morungaba,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,69824,Västervik,Sweden,Europe,,Energy,1,Electricity source,0,1,0,35,36,11,15,0,0,2,100,2018
Cities 2020,69840,Município de Itacoatiara,Brazil,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,69848,Municipio de Loja,Ecuador,Latin America,,Energy,1,Electricity source,0,0,0,0,75,0,25,0,0,0,100,
Cities 2020,69850,Municipalidad de Comas,Peru,Latin America,,Energy,1,Electricity source,0,1,98,0,0,0,0,0,0,1,100,2019
Cities 2020,69968,Alcaldia de Rionegro,Colombia,Latin America,,Energy,1,Electricity source,0,25,15,0,45,0,0,0,15,0,100,2016
Cities 2020,69973,Alcaldia de Barrancabermeja,Colombia,Latin America,,Energy,1,Electricity source,0.5,1.5,0,0,98,0,0,0,0,0,100,
Cities 2020,69995,Kemi,Finland,Europe,,Energy,1,Electricity source,,,,41,,,,,,59,,
Cities 2020,69999,Greifswald,Germany,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,70005,Tauragė,Lithuania,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,70261,Alcaldia de Floridablanca,Colombia,Latin America,,Energy,1,Electricity source,40,25,0,0,25,0,0,0,0,10,100,
Cities 2020,73295,"City of La Crosse, WI",United States of America,North America,,Energy,1,Electricity source,29.8,12.1,0,29.2,6.3,0,18.3,0,0,4.3,100,
Cities 2020,73301,"City of Gretna, LA",United States of America,North America,,Energy,1,Electricity source,,99,,0,0,0,0,,1,,,
Cities 2020,73413,Commune de Cocody,Côte d'Ivoire,Africa,,Energy,1,Electricity source,15,13,20,0,45,2,0,0,5,0,100,
Cities 2020,73530,"Town of Lexington, MA",United States of America,North America,,Energy,1,Electricity source,0,0,0,0,0,0,100,0,0,0,100,
Cities 2020,73637,Steve Tshwete,South Africa,Africa,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73645,KwaDukuza,South Africa,Africa,,Energy,1,Electricity source,86,2,0,0,0,0,0,0,1,11,100,2011
Cities 2020,73650,Armstrong,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73652,Caseros,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73663,Correa,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73666,Cuyahoga County,United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73667,San Rafael de Heredia,Costa Rica,Latin America,,Energy,1,Electricity source,1,0,47,0,14,14,1,22,1,0,100,2015
Cities 2020,73668,Malabrigo,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73669,San Luis Obispo,United States of America,North America,,Energy,1,Electricity source,,,,,66,,11,12,11,,,2020
Cities 2020,73671,Godoy Cruz,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73680,Carcarana,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73684,Carlos Tejedor,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73692,Mount Barker District Council,Australia,Southeast Asia and Oceania,,Energy,1,Electricity source,15.9,45.5,0.8,0,31.5,0.6,31.5,0,5.7,,,2015
Cities 2020,73694,Chacabuco,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73695,Uranga,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73700,Mariá Grande,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73701,San Carlos Sud,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73703,City of Port Phillip,Australia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73706,City of Alameda,United States of America,North America,,Energy,1,Electricity source,0,0,0,0,55,9,36,0,0,0,100,2020
Cities 2020,73712,Camilo Aldao,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73713,San Miguel,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73724,Arteaga,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73725,Guaminí,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73726,Itagüí,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73732,Monte Buey,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73749,Nagpur,India,South and West Asia,,Energy,1,Electricity source,100,0,0,0,0,0,0,0,0,0,100,
Cities 2020,73750,Tarakan City,Indonesia,Southeast Asia and Oceania,,Energy,1,Electricity source,0,78,22,0,0,0,0,0,0,0,100,2020
Cities 2020,73754,Panaji,India,South and West Asia,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73759,Jambi City,Indonesia,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73765,Tuguegarao City,Philippines,Southeast Asia and Oceania,,Energy,1,Electricity source,,,,,100,,,,,,,2018
Cities 2020,73781,Singra,Bangladesh,"South and West Asia, Southeast Asia and Oceania",,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73800,Gobernador Maciá,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73802,Crespo,Argentina,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,73879,Roskilde,Denmark,Europe,,Energy,1,Electricity source,36,22,1,21,0,7,13,0,0,0,100,
Cities 2020,74386,Gangtok,India,South and West Asia,,Energy,1,Electricity source,49.61,,0.49,,49.89,,,,,,,
Cities 2020,74401,"City of Encinitas, CA",United States of America,North America,,Energy,1,Electricity source,0,54,0,0,0,2,16,0,18,10,100,2012
Cities 2020,74414,Boulder County,United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,74418,"Town of Breckenridge, CO",United States of America,North America,,Energy,1,Electricity source,33,37,0,0,1,0,25,0,4,0,100,2019
Cities 2020,74423,"City of Key West, FL",United States of America,North America,,Energy,1,Electricity source,10,75,0.5,12,0.5,0,0,0,2,0,100,2019
Cities 2020,74453,"City of Highland Park, IL",United States of America,North America,,Energy,1,Electricity source,29,31,0,35,1,0,3,0,0,1,100,
Cities 2020,74463,"Village of Park Forest, IL",United States of America,North America,,Energy,1,Electricity source,27.3,9.1,0.2,15.1,0.5,0.3,47,0,0.1,0.4,100,2018
Cities 2020,74466,"Village of South Barrington, IL",United States of America,North America,,Energy,1,Electricity source,50,50,0,0,0,0,0,0,0,0,100,
Cities 2020,74488,"City of Beverly, MA",United States of America,North America,,Energy,1,Electricity source,,44,4,,,,,,1,51,,
Cities 2020,74508,"City of Winona, MN",United States of America,North America,,Energy,1,Electricity source,23,23,0,28,6,2,15,0,3,0,100,2019
Cities 2020,74531,Santa Fe County,United States of America,North America,,Energy,1,Electricity source,50.6,11.1,0,29.5,0,0,6.4,0.1,2.3,0,100,2016
Cities 2020,74546,"City of Milwaukie, OR",United States of America,North America,,Energy,1,Electricity source,13.9836,36.8,0.07,0,25.24,0.17,5.5,0,0,18.1,99.8636,2020
Cities 2020,74558,"Summit County, UT",United States of America,North America,,Energy,1,Electricity source,61,14,,,6,,,,,19,,2019
Cities 2020,74563,"Town of Guilford, VT",United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,74575,Dane County,United States of America,North America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,74594,City of Boynton Beach,United States of America,North America,,Energy,1,Electricity source,5.34,70.04,0.38,17.13,0,0,0,0,0.06,7.05,100,
Cities 2020,74607,Gemeente Alkmaar,Netherlands,Europe,,Energy,1,Electricity source,,43.1,,,,,,3.8,,,,2018
Cities 2020,74643,Dijon métropole,France,Europe,,Energy,1,Electricity source,0.3,7.2,0.4,70.6,11.2,1.8,6.3,0,2.2,0,100,2019
Cities 2020,74671,Kadıköy,Turkey,Europe,,Energy,1,Electricity source,1,75,0,0,24,0,0,0,0,0,100,2016
Cities 2020,74672,Bursa Nilüfer Municipality,Turkey,Europe,,Energy,1,Electricity source,36,11,,,20,,2,3,3,25,,2019
Cities 2020,74680,City of Iasi,Romania,Europe,,Energy,1,Electricity source,30,67,0.2,0,0,,0,0,0.8,2,,2012
Cities 2020,74695,Sandnes kommune,Norway,Europe,,Energy,1,Electricity source,0,0,0,0,0,0,0,0,0,0,0,2018
Cities 2020,826103,Ayuntamiento de Casimiro Castillo,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826182,Ayuntamiento de Tonalá,Mexico,Latin America,,Energy,1,Electricity source,45,80,0,0,0,0,0,0,,,,
Cities 2020,826201,Ayuntamiento de Zapopan,Mexico,Latin America,,Energy,1,Electricity source,4.31,19.73,62.39,2.41,1.8,5.72,0.73,1.75,0.37,0.79,100,2018
Cities 2020,826207,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico,Latin America,,Energy,1,Electricity source,0,0,100,0,0,0,0,0,0,0,100,
Cities 2020,826208,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826209,Aipromades Lago de Chapala,Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826210,Junta Intermunicipal de Medio Ambiente de la Costa Sur (JICOSUR),Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826211,Junta Intermunicipal de Medio Ambiente Altos Sur (JIAS),Mexico,Latin America,,Energy,1,Electricity source,0,12,88,,,,,,,,,2013
Cities 2020,826212,Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO),Mexico,Latin America,,Energy,1,Electricity source,7,7,17,0,17,3,6,1,1,41,100,2017
Cities 2020,826236,Prefeitura de Tremembé,Brazil,Latin America,,Energy,1,Electricity source,,4,,,95,,,,1,,,2019
Cities 2020,826237,Alcaldia de Madrid,Colombia,Latin America,,Energy,1,Electricity source,0,0,0,0,100,0,0,0,0,0,100,2018
Cities 2020,826238,Alcaldia de Mosquera,Colombia,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826243,Alcaldia de Cartago,Colombia,Latin America,,Energy,1,Electricity source,,,,,99.9,,,,0.1,,,
Cities 2020,826380,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),Mexico,Latin America,,Energy,1,Electricity source,,,,,,,,,,,,
Cities 2020,826381,Junta Intermunicipal de la Región Norte del Estado de Jalisco (JINOR),Mexico,Latin America,,Energy,1,Electricity source,0,0,0,0,0,0,0,0,0,0,0,
Cities 2020,826396,Munícipio de Sintra,Portugal,Europe,,Energy,1,Electricity source,37,23,0,0,16,6,15,0,1,2,100,2018
Cities 2020,826407,Munícipio de Mirandela,Portugal,Europe,,Energy,1,Electricity source,0,20,75,0,0,0,0,0,5,,,
Cities 2020,826427,Município de Valongo,Portugal,Europe,,Energy,1,Electricity source,37,25,,0,8,5,12,,,13,,2017
Cities 2020,826429,Município de Figueira da Foz,Portugal,Europe,,Energy,1,Electricity source,,,,,,,,,,,,
