Account Number,Account Name,Country,CDP Region,Parent Section,Question Number,Question Name,Column Number,Column Name,Row Number,Row Name,Response Answer,Comments,File Name
58531,"City of Somerville, MA",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
58531,"City of Somerville, MA",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,44.4,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,0,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,45.8,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,0.5,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,0,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,9,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0.3,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,0,,
63562,"City of South Bend, IN",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,0,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,10,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,58,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,23,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,1,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,6,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,2,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,0,,
50559,"City of St Catharines, ON",Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
35393,City of St Louis,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,4,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,3,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,21,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,56,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,6,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,8,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,2,,
3429,City of Stockholm,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,62.9,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,18.5,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,2.3,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,6.9,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,1.4,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,5,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,3,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
31114,City of Sydney,Australia,Southeast Asia and Oceania,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,1.5,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,1,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,6,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,84,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,0,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,7,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,0.5,,
54026,City of Tacoma,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,40,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,25,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,25,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,2,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,1,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,5,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,2,,
53921,"City of Tempe, AZ",United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,59,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,40,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,0,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,0,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,0,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,1,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,0,,
50565,City of Toledo,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,28,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,35,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,23,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,1,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,12,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,1,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
31117,City of Toronto,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
50154,City of Turku,Finland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,"The share of renewables was 36 in electricity and 30 % in district heat in 2017 and will be increased to over 50 % in both in 2018.  The share of nuclear in electricity was 31%. The rest was from fossiles in both. We apologise that the exact figures are not filled in due to time constraint and an intensive perioda of work. However, they are available upon request from risto.veivo@turku.fi and/or miika.meretoja@turku.fi.",
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,0,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,2,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,92,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,4,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,2,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,0,,
20113,City of Vancouver,Canada,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,,,
60216,City of Växjö,Sweden,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,85,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,3.58,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,0,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,0.68,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,1.57,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,8.94,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0.04,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,0.19,,
31185,City of Warsaw,Poland,Europe,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,4,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,37,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,9,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,12,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,2,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,9,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,4,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,8,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,15,,
58357,City of West Hollywood,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,5.34,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,70.04,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,3,Oil,1,Energy consumption percentage,0.38,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,4,Nuclear,1,Energy consumption percentage,17.13,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,5,Hydro,1,Energy consumption percentage,0,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,6,Biomass,1,Energy consumption percentage,0,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,7,Wind,1,Energy consumption percentage,0,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,8,Geothermal,1,Energy consumption percentage,0,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,9,Solar,1,Energy consumption percentage,0.06,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,10,Other sources,1,Energy consumption percentage,7.05,,
55801,City of West Palm Beach,United States of America,North America,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,11,Total - please ensure this equals 100%,1,Energy consumption percentage,calculated field,,
60207,City of Windhoek,Namibia,Africa,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,1,Coal,1,Energy consumption percentage,,,
60207,City of Windhoek,Namibia,Africa,Strategy,9,Please indicate the energy mix of electricity consumed in your city.,2,Gas,1,Energy consumption percentage,,,
